name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Bacillus subtilis subsp. spizizenii	96241	subspecies	4243112	1290197	725	4.11205e-05
Cupriavidus oxalaticus	96344	species	76258	218	54	0
Desulfococcus oleovorans Hxd3	96561	leaf	3955176	1	0	0.0
Thauera chlorobenzoica	96773	species	3763390	64	52	0.0
uncultured hydrocarbon seep bacterium BPC094	96957	species	1562	1	0	0
Enterobacteria phage VT2-Sakai	97081	leaf	127028	1	0	0.0
Halobacteriovorax marinus	97084	species	3396270	1	0	0.0
Lactobacillus mucosae	97478	species	134511	16	1	0
Bacillus sp. OxB-1	98228	species	3599104	1	0	0.0
Salmonella enterica subsp. enterica serovar Dublin	98360	leaf	5553183	382	3	0
Buchnera aphidicola (Lachnus roboris)	98803	leaf	3478	2	0	0.0
Buchnera aphidicola (Tuberolachnus salignus)	98804	leaf	452512	1	0	0.0
Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	leaf	5122518	1	0	0.0
Spirometra erinaceieuropaei	99802	species	1259652904	45	29	0.0
Streptomyces coelicolor A3(2)	100226	leaf	9624091	15	0	0.0
uncultured eukaryote	100272	species	91708729	137	3	0
Rhytidium rugosum	100464	species	278310	1	0	0.0
Catenibacterium mitsuokai	100886	species	13802	2	0	0.0
Fragaria vesca subsp. americana	101019	subspecies	1154650	83	0	0
Fragaria vesca subsp. vesca	101020	subspecies	70636896	3	1	0.0
Bacillus sp. BD-119	101055	species	1412	1	1	0.0
Bacillus sp. BD-83	101057	species	1412	1	0	0.0
Expression vector pNam	101373	species	6278	15	0	1.05805e-13
Pseudomonas alcaliphila	101564	species	64850	4	0	0.0
Burkholderia ubonensis	101571	species	37437645	18	0	0.0
Dahlia pinnata	101596	species	288691	2	0	0.0
Hymenolepis nana	102285	species	163021228	48	22	0.0
Cloning vector pRS4110	102651	species	6333	10	0	0
Cloning vector pRS4210	102652	species	7168	10	0	0
Cloning vector pRS4213	102653	species	8182	10	0	0
Streptococcus infantarius	102684	species	1870099	2	0	0.0
Cloning vector pDC123	102901	species	4496	115	0	0
Acromyrmex echinatior	103372	species	55688887	6	0	0.0
Nostoc sp. PCC 7120	103690	species	7677361	1	1	0.0
Pogona vitticeps	103695	species	127493429	6	0	0.0
Saccharothrix syringae	103733	species	70168	1	0	0.0
Pseudomonas syringae pv. actinidiae	103796	leaf	34477502	5	3	0.0
Rhodococcus pyridinivorans	103816	species	5388127	3	0	0.0
Thelazia callipaeda	103827	species	75604652	6	5	0.0
Bordetella hinzii	103855	species	14720746	216	39	0.0
Protobothrops mucrosquamatus	103944	species	45257789	2	2	0.0
Pseudomonas frederiksbergensis	104087	species	19267439	160	11	0
Acetobacter estunensis	104097	species	28496	445	0	2.35042e-05
Camponotus floridanus	104421	species	54533788	2	0	0.0
Serratia sp. ATCC 39006	104623	species	10004427	26	0	0.0
Notocera	104857	genus	0	8	0	0.0
Nothobranchius furzeri	105023	species	135934632	23	7	0.0
Ralstonia mannitolilytica	105219	species	10010733	117	3	0.0
Methylibium petroleiphilum	105560	species	2911	1	0	0.0
Lambdoid phage HB-4	105686	species	3056	19	0	7.66239e-07
Tremella	105767	genus	0	7	0	0.0
Pseudomicrostroma phylloplanum	105771	species	30759	2	0	1.43041e-136
Maylandia zebra	106582	species	164809351	1	0	0.0
Cupriavidus	106589	genus	0	62	0	0.0
Cupriavidus necator	106590	species	287440	23	0	0.0
Ensifer adhaerens	106592	species	7854714	3	3	0.0
Thioalkalivibrio	106633	genus	0	34	0	0.0
Thioalkalivibrio versutus	106634	species	2974319	1	0	0
Acinetobacter guillouiae	106649	species	4918168	5	5	0.0
Acinetobacter nosocomialis	106654	species	8517831	2	1	2.4072e-10
Tenacibaculum maritimum	107401	species	3638020	2	2	0.0
uncultured compost bacterium 4-34	108069	species	1484	1	0	0.0
Thermus sp. Z-1	108325	species	2028	8	0	0.0
Ophiostoma canum	108597	species	19639	3	3	0.0
Salmonella enterica subsp. enterica serovar Newport	108619	leaf	33802174	3809	444	0
Herrania umbratica	108875	species	60707374	2	0	0.0
Nilaparvata lugens	108931	species	53916285	7	4	0.0
Acinetobacter schindleri	108981	species	3393984	8	5	0.0
Hippocampus comes	109280	species	135834364	18	9	0.0
Brassica oleracea var. oleracea	109376	varietas	100758275	3	0	0.0
Varroa destructor	109461	species	142286585	3	0	0.0
Myotis brandtii	109478	species	126509341	1	0	0.0
Lactobacillus jensenii	109790	species	1737747	1	1	0.0
Gregarina niphandrodes	110365	species	8777044	1	0	0.0
Bicyclus anynana	110368	species	5521495	4	4	0.0
Promoter probe vector pPR9TT	110995	species	9388	1	0	0.0
Aphanomyces astaci	112090	species	42702021	6	5	0.0
Campylomormyrus numenius	112143	species	116373	1	0	0.0
Ovis canadensis canadensis	112262	subspecies	2590566603	260	142	0.0
Bacillus sp. KCCM10143	112274	species	1563	456	0	0
Scleropages formosus	113540	species	131436429	5	0	0.0
Actinoplanes derwentensis	113562	species	10659649	7	5	0.0
uncultured Vibrio sp.	114054	species	1493565	85	0	4.47189e-80
Pediococcus inopinatus	114090	species	33039	2	0	0
Candidatus Carsonella ruddii	114186	species	1881496	1	0	0.0
Parasteatoda tepidariorum	114398	species	73426633	10	4	0.0
Aeromonas veronii bv. sobria	114517	leaf	283119	1	0	0.0
Saccharomyces kudriavzevii	114524	species	368201	342	4	0
Saccharomyces mikatae	114525	species	248974	309	6	0
Saccharomyces cariocanus	114526	species	186252	91	0	1.67925e-07
Bradyrhizobium sp. ORS 278	114615	species	7495611	4	4	0.0
uncultured Pseudomonas sp.	114707	species	21411365	145	3	0
Rhabditophanes sp. KR3021	114890	species	47291303	13	7	0.0
uncultured archaeon	115547	species	151672023	2221	1	1.69563e-246
Halomonas hydrothermalis	115561	species	3975585	7	2	0.0
Streptomyces ansochromogenes	115647	species	1605732	9	0	0.0
Bradyrhizobium sp. ORS 285	115808	species	7833500	2	2	0.0
Boechera divaricarpa	115915	species	4155683	581	0	3.46412e-48
bacterium str. 61610	116002	species	1522	1	0	0.0
Aethina tumida	116153	species	33963527	1	1	0.0
uncultured Methylobacterium-like sp.	116865	species	464	1	0	0.0
Actinopolymorpha singaporensis	117157	species	6405111	2	1	0.0
Tilletia walkeri	117179	species	72882	7	0	0.0
Protopolystoma xenopodis	117903	species	617352165	106	80	0.0
Enterococcus rotai	118060	species	3762453	341	2	0
Cloning vector pYADE4	118305	species	6037	5	0	1.50258e-06
Cloning vector pCS19	118311	species	9344	2	0	2.01743e-07
Pseudomonas sp. B10	118613	species	5902307	20	17	0.0
Populus tomentosa	118781	species	10690756	2	0	0.0
Lipotes vexillifer	118797	species	57219067	3	0	3.58337e-11
Brucellaceae	118882	family	0	25	0	0.0
Burkholderiaceae	119060	family	0	221	0	0.0
Chromadorea	119089	class	0	33	0	0.0
Aerococcus sanguinicola	119206	species	2043024	2	1	0.0
Cupriavidus metallidurans	119219	species	50174	46	0	0
Dendroceratida	119424	order	0	1	0	0.0
Siniperca chuatsi	119488	species	1488674	1	1	0.0
Streptococcus dysgalactiae subsp. equisimilis	119602	subspecies	894877	986	0	5.69923e-42
Astragalus mongholicus	119829	species	223209	1	0	0.0
Bacillus sonorensis	119858	species	5168706	24	10	0
Salmonella enterica subsp. enterica serovar Choleraesuis	119912	leaf	5270298	399100	47108	0.000128841
Sphingobium cloacae	120107	species	4558359	2	0	0.0
Enterobacteria phage P-EibC	120166	species	9689	111	0	9.07407e-57
Enterobacterial phage P-EibA	120167	species	11279	54	0	7.51276e-07
Neglectella solitaria	120749	species	102189	1	1	0.0
Roseiflexus	120961	genus	0	1	0	0.0
Pediculus humanus corporis	121224	subspecies	16924904	12	11	0.0
Pseudarthrobacter sulfonivorans	121292	species	5137344	1	1	0.0
Nostocoida limicola I	121421	species	7634	1	0	0.0
Tauraco erythrolophus	121530	species	27819486	8	0	0.0
Calophya schini	121824	species	18671	5	3	0.0
Diaphorina citri	121845	species	29336274	1	1	0.0
Pectobacterium	122277	genus	0	21	0	0.0
Pseudomonas psychrophila	122355	species	5428321	4	2	0.0
Cercospora beticola	122368	species	22560211	1	1	0.0
Hyaloperonospora parasitica	123356	species	9609751	1	1	0.0
Bordetella trematum	123899	species	8833621	1562	721	8.18762e-09
Roseomonas	125216	genus	0	5	0	0.0
Nanorana parkeri	125878	species	50897212	1	0	0.0
uncultured freshwater bacterium	125890	species	476824	1	0	0
Drosophila biarmipes	125945	species	64836739	97	13	1.9132e-10
Psychrobacillus psychrodurans	126157	species	126412	3	0	0
secondary endosymbiont of Bactericera cockerelli	126159	species	4308	1	1	0.0
Providencia alcalifaciens	126385	species	4220718	8	2	0.0
uncultured low G+C Gram-positive bacterium SHD-209	126463	species	1517	1	1	0.0
Enterobacteriaceae sp.	126790	species	112018	86	0	1.25887e-306
Plasmodium vivax Sal-1	126793	leaf	12491555	5	0	0.0
Trichechus manatus latirostris	127582	subspecies	120377676	1	1	0.0
Talaromyces pinophilus	128442	species	36747131	2	2	0.0
Stenotrophomonas acidaminiphila	128780	species	4258624	149	89	0.0
Saccharum hybrid cultivar	128810	species	1026375	34	0	1.51707e-13
Erysipelotrichaceae	128827	family	0	1	0	0.0
Geobacillus	129337	genus	0	1	0	0.0
Xanthomonas oryzae pv. oryzicola	129394	leaf	48598611	2	0	0.0
Expression vector pSB2991	129557	species	7233	18	0	0.0
Oceanimonas	129577	genus	0	1	0	0.0
Pseudomonas brenneri	129817	species	6175410	6	2	0.0
Phage Gifsy-1	129861	species	4579	339	0	0
Phage Gifsy-2	129862	species	3073	214	0	0
Amycolatopsis keratiniphila	129921	species	9475468	23	11	0.0
Carboxydothermus hydrogenoformans	129958	species	55219	61	0	1.5444e-06
Bacillus jeotgali	129985	species	4759368	1	0	0.0
Galdieria sulphuraria	130081	species	11029926	1	0	0.0
Human mastadenovirus E	130308	species	88385	15	15	0.0
Human mastadenovirus D	130310	species	1911509	1	1	0.0
Arachis duranensis	130453	species	114185867	5	4	0.0
Arachis ipaensis	130454	species	132401274	3	0	0.0
Saccharum hybrid cultivar R570	131158	leaf	29484198	4	4	0.0
Parastrongyloides trichosuri	131310	species	42536866	33	20	0
chlamydia-associated clinical sample L2-comp1	131417	species	803	1	1	0.0
chlamydia-associated clinical sample 551-S	131434	species	604	1	0	0
Bombus impatiens	132113	species	66214811	2	0	0.0
Ourococcus multisporus	132186	species	168172	3	0	0.0
Nocardia veterana	132249	species	62400	3	0	0
Lactobacillus sp. GTH10	132271	species	196	29	0	0.24371
Lactobacillus sp. GTH33	132276	species	197	18	0	0.0255351
Pteropus vampyrus	132908	species	153176115	10	0	0.0
Veitchia arecina	132959	species	167676	1	1	0.0
Puccinia melanocephala	133751	species	95348	1	1	0.0
Leisingera methylohalidivorans	133924	species	3700	5	0	0.0
secondary endosymbiont of Heteropsylla cubana	134287	species	1126859	1	0	0.0
Capnodiales	134362	order	0	4	0	0.0
Cloning vector pINT1	134364	species	10230	29	0	0
Paraburkholderia fungorum	134537	species	9240747	48	36	0.0
Mycobacterium goodii	134601	species	7145216	2	1	0.0
Actinoplanes sp. SE50/110	134676	species	18525293	6	0	0.0
Ureaplasma parvum	134821	species	3671009	22	0	0.0
[Candida] ponderosae	135456	species	8247	1	0	0
Bacillus subtilis subsp. subtilis	135461	subspecies	70537387	6042	286	5.23444e-10
Chromatiales	135613	order	0	1	0	0.0
Xanthomonadales	135614	order	0	3	0	0.0
Piscirickettsiaceae	135616	family	0	16	0	0.0
Methylococcales	135618	order	0	1	0	0.0
Oceanospirillales	135619	order	0	1	0	0.0
Pseudomonadaceae	135621	family	0	449	0	0.0
Bacillus endophyticus	135735	species	5715261	2	1	2.85545e-21
Pseudomonas diterpeniphila	135830	species	9180	914	858	0.0
Zootermopsis nevadensis	136037	species	113991057	1	0	0.0
Leuconostoc kimchii	136609	species	17670	31	0	0
uncultured rumen bacterium	136703	species	17921421	3	0	0.0
Plasmodium falciparum HB3	137071	leaf	35496	1	0	0.0
uncultured bacterium pPD6	137337	species	1483	1	0	0.0
Weissella cibaria	137591	species	12519089	310	203	2.12935e-09
Azospirillum sp. B510	137722	leaf	7601777	33	18	0.0
uncultured diatom	137771	species	1178055	6	0	0.0
Xanthomonas sp. W17	138071	species	9566	49	1	0
Candidatus Hamiltonella defensa	138072	species	9889912	1	1	0.0
Candidatus Regiella insecticola	138073	species	1187989	7	3	0.0
Serratia symbiotica	138074	species	1023788	5	1	0.0
Desulfitobacterium hafniense Y51	138119	leaf	5749777	13	0	0.0
Lachnella villosa	139085	species	15669	1	1	0.0
Pyropia kanakaensis	139729	species	283680	4	0	0.0
Dendrobium officinale	142615	species	67791486	4	0	0.0
uncultured alpha proteobacterium SB-2000	143002	species	665	1	0	0.0
Salmonella enterica subsp. enterica serovar Tennessee	143221	leaf	14639143	443	16	3.34576e-101
Condylura cristata	143302	species	86848214	2	0	0.0
Pseudomonas sp. LAB-08	143813	species	6735850	8	1	0
Diuraphis noxia	143948	species	36742611	4	0	0.0
Megachile rotundata	143995	species	94450404	6	0	0.0
Pogonomyrmex barbatus	144034	species	50869981	5	2	0.0
Pogonomyrmex occidentalis	144041	species	871874	1	1	0.0
Stegastes partitus	144197	species	102157136	44	14	0.0
Monoraphidium neglectum	145388	species	17479487	4	4	0.0
Staphylococcus hominis subsp. hominis	145391	subspecies	2335419	55	29	2.64357e-09
Staphylococcus hominis subsp. novobiosepticus	145393	subspecies	46349	5	0	3.63519e-242
Lactobacillus phage Lc-Nu	146269	species	39631	56	0	1.69044e-75
Verrucariales	146291	order	0	1	0	0.0
Bacteriovorax	146784	genus	0	1	0	0.0
Azospira	146937	genus	0	8	0	0.0
uncultured synthetic wastewater bacterium tmbr11-29	147085	species	1544	1	1	0.0
Nageia wallichiana	147280	species	24383	579	0	1.14152e-05
Staphylococcus saprophyticus subsp. saprophyticus	147452	subspecies	139043	57	0	0.0
Dothideomycetes	147541	class	0	1	0	0.0
Eurotiomycetes	147545	class	0	2	0	0.0
Lecanoromycetes	147547	class	0	1	0	0.0
Leotiomycetes	147548	class	0	2	0	0.0
Taphrinomycetes	147555	class	0	1	0	0.0
Paracoccus yeei	147645	species	9573166	4	0	0.0
Carnobacterium inhibens	147709	species	2983	2	0	0.0
Magnaporthe grisea	148305	species	1250076	1	0	0.0
Lactobacillus kunkeei	148814	species	2194841	1	0	0.0
Phialocephala scopiformis	149040	species	27710068	1	0	0.0
Salmonella enterica subsp. enterica serovar Hadar	149385	leaf	151549	9	0	0
Salmonella enterica subsp. enterica serovar Braenderup	149391	leaf	4780121	1696	0	1.80975e-29
Salmonella enterica subsp. enterica serovar Enteritidis	149539	leaf	173474040	8244	1395	0
Xanthomonas campestris pv. badrii	149696	leaf	2093	257	0	0
Salinivibrio costicola subsp. costicola	149710	subspecies	11978	64	0	4.6961e-13
Anoxybacillus	150247	genus	0	3	0	0.0
Boleophthalmus pectinirostris	150288	species	56422335	8	5	0.0
Vibrio antiquarius	150340	species	5091645	3	3	0.0
Pseudomonas sp. MT-1	150396	species	4932000	12	0	0
uncultured feedlot manure bacterium A18	151358	species	1031	1	0	0
Pseudomonas phage B3	151599	species	38439	520	0	0
uncultured Rhodocyclaceae bacterium	151985	species	1402385	1	1	0.0
Vitis cinerea var. helleri x Vitis riparia	152274	species	35498	1	0	0.0
Lactobacillus parabuchneri	152331	species	2858259	25	0	0
Burkholderia ambifaria	152480	species	183001	2	0	0.0
uncultured low G+C Gram-positive bacterium	152508	species	575094	6	3	0
uncultured Bacteroidetes bacterium	152509	species	20782992	4	0	0.0
uncultured Lactobacillus sp.	153152	species	6533395	284	5	0
Cloning vector HO-hisG-URA3-hisG-poly-HO	153591	species	8487	4	0	0
Cloning vector HO-poly-HO	153592	species	4634	4	0	0
Cloning vector HO-poly-KanMX4-HO	153593	species	6062	4	0	0
uncultured proteobacterium	153809	species	11027703	48	1	0
Nitrosomonas sp. AL212	153948	species	3343918	2	2	0.0
Cloning vector pPOP	154146	species	5544	13	0	0
Ganoderma meredithae	154344	species	84810	2	0	0.0
Erycina pusilla	154679	species	2976722	2	2	0.0
Nuclearia simplex	154970	species	90622	10	10	0.0
Staphylococcus lutrae	155085	species	2544128	15	7	0
uncultured compost bacterium	155098	species	1127221	45	0	0
Bartonella bovis	155194	species	100436	1	1	0.0
Tremellomycetes	155616	class	0	24	0	0.0
Agaricomycetes	155619	class	0	8	0	0.0
Escherichia coli O157:H7 str. EDL933	155864	leaf	11374284	9	1	0.0
Weissella soli	155866	species	1693666	2	1	0
uncultured organism	155900	species	302709580	606	41	0
Halobacillus trueperi	156205	species	194449	1	0	0.0
TnphoZ mutagenesis vector pMHL120	156762	species	13561	115	0	5.54349e-64
Argiope aurantia	156844	species	36917	1	0	0.0
Corynebacterium imitans	156978	species	5139916	4	0	0.0
Trichobilharzia regenti	157069	species	701846735	81	38	0.0
Aphanomyces invadans	157072	species	37786081	9	9	0.0
Pseudomonas sp. A4	157350	species	504	17	0	0
Fructobacillus ficulneus	157463	species	16209	3	0	0
uncultured Bacillales bacterium	157472	species	192425	1	0	0.0
Sterolibacterium denitrificans	157592	species	3182087	2	2	0.0
Bullera alba	157611	species	45307	5	0	9.25389e-110
[Mannheimia] succiniciproducens	157673	species	14128	1	0	0.0
Vigna angularis var. angularis	157739	varietas	522781930	102	65	0.0
Kushneria marisflavi	157779	species	3690979	8	6	0.0
Pseudomonas parafulva	157782	species	9804532	55	28	0
Pseudomonas cremoricolorata	157783	species	4785583	69	59	0
Heterodera latipons	157856	species	46789	90	0	5.32823e-192
Sphaerochaeta globosa str. Buddy	158189	leaf	3317335	1	1	0.0
Olea europaea var. sylvestris	158386	varietas	116779462	2	1	0.0
Folsomia candida	158441	species	55179203	4	1	0.0
Cedecea davisae	158484	species	34213	1	0	0
Novosphingobium resinovorum	158500	species	6955785	3	0	0.0
Membranoptera tenuis	158698	species	188953	1	0	0.0
Membranoptera weeksiae	158720	species	189184	1	0	0.0
Cedecea neteri	158822	species	19985082	88	7	0
Enterobacter hormaechei	158836	species	6293653	192	11	3.50166e-10
Staphylococcus aureus subsp. aureus Mu50	158878	leaf	2937686	38	0	0
Staphylococcus aureus subsp. aureus N315	158879	leaf	2844314	1	0	0
Collimonas fungivorans	158899	species	5663286	3	2	0.0
Dechloromonas aromatica RCB	159087	leaf	4507024	1	0	0.0
uncultured Capnocytophaga sp.	159273	species	412301	2	0	0
uncultured gamma proteobacterium MB11B11	159788	species	3914	1	1	0.0
Pseudomonas putida KT2440	160488	leaf	6231864	6	0	0
Acidihalobacter prosperus	160660	species	7111798	2	2	0.0
Raoultella	160674	genus	0	265	0	0.0
Paenibacillus borealis	160799	species	8206794	1	0	0.0
Acidithiobacillus ferrivorans	160808	species	3525459	4	4	0.0
Pluteus pouzarianus	160935	species	14913	1	0	0.0
Pseudoalteromonas phenolica	161398	species	4879524	1	1	0.0
Phaeophleospora	161668	genus	0	1	0	0.0
Corynebacterium singulare	161899	species	2840420	1	1	0.0
uncultured Bacteroides sp.	162156	species	2121491	1	1	0.0
Chlorotetraedron incus	162317	species	241722	1	1	0.0
Microbacterium hominis	162426	species	3645886	2	2	5.62407e-10
Pseudomonas lini	163011	species	6694181	10	6	0.0
Staphylococcus sp. Lgg15.2	163199	species	761	26	0	0
uncultured Aquificales bacterium	163259	species	144953	1	1	0.0
Streptomyces puniciscabiei	164348	species	9709154	18	17	0.0
uncultured soil bacterium	164851	species	36037472	29	1	0
Weissella koreensis	165096	species	45251	41	0	0
uncultured Eubacterium sp.	165185	species	532845	8	0	0.0
uncultured Ruminococcus sp.	165186	species	653627	10	0	0
uncultured Pediococcus sp.	165192	species	69628	1	1	0.0
uncultured Arcobacter sp.	165434	species	809511	1	0	0.0
Cloning vector pSB3616	166237	species	7151	18	0	0.0
Onthophagus taurus	166361	species	55227192	9	2	0.0
Thermobaculum terrenum	166501	species	4427	2	0	0.0
uncultured Chloroflexi bacterium	166587	species	7584778	2	0	0.0
Pseudomonas sp. PJ912	167062	species	961	1	0	0
Prochlorococcus marinus subsp. marinus str. CCMP1375	167539	leaf	1757854	2	0	0.0
Prochlorococcus marinus str. NATL1A	167555	leaf	1886835	1	0	0.0
uncultured Mycoplasma sp.	167967	species	740071	4	0	0.0
uncultured Enterococcus sp.	167972	species	764618	758	2	6.09708e-09
Laribacter hongkongensis	168471	species	3624185	1	0	0.0
low G+C Gram-positive bacterium MPD-76	168603	species	666	1	0	0.0
Escherichia coli O127:H6	168807	leaf	9641582	1035	14	3.87804e-08
Acarospora cf. dissipata	168908	species	4126	1	0	0.0
Escherichia coli O111:H-	168927	leaf	601218	1	0	0.0
Geobacillus lituanicus	169283	species	3526595	1	1	5.81435e-10
Paraburkholderia hospita	169430	species	11559873	3	1	0.0
Pseudomonas extremorientalis	169669	species	6424240	25	1	0.0
